"CODE","INVEST_TOT","NOWAGE","REQ_H","REQ_M","REQ_EDU","REQ_R","REQ_ETC","FO_H","FO_M","FO_EDU","FO_R","FO_ETC"
"32039564",284,33,35,0,330,13,0,0.123239436619718,0,0.679751347591723,0.0457746478873239,0
"8350849",50,35,0,54,35,23,0,0,0.416666666666667,0.166666666666667,0.166666666666667,0
"56800840",73,25,25,37,0,4,52,0.342465753424658,0.42171003358218,0,0.0547945205479452,0.168684013432872
"70439601",104,50,282,97,0,21,22,0.432098765432099,0.308641975308642,0,0.123456790123457,0.123456790123457
"6642920",71,34,33,37,57,10,10,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
"93433126",64,35,0,23,27,18,0,0,0.359375,0.1953125,0.1953125,0
"28122208",115,45,0,0,37,18,0,0,0,0.238539989264627,0.156521739130435,0
"60470346",78,52,0,29,173,-101,0,0,0.371794871794872,1.67307692307692,-1.29487179487179,0
"33630662",197,29,0,100,173,14,0,0,0.484952864394489,0.193981145757796,0.0710659898477157,0
"69605346",246,22,0,39,27,14,0,0,0.158536585365854,0.587021981330924,0.0569105691056911,0
"61967101",22,50,53,0,43,20,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"39585316",56,45,49,38,52,8,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"68108230",254,40,12,60,117,14,62,0.0483470311063496,0.236220472440945,0.402850203871847,0.0671417006453079,0.24544059193555
"80582484",263,29,18,42,43,5,7,0.0684410646387833,0.159695817490494,0.726235741444867,0.0190114068441065,0.026615969581749
"73843996",221,52,28,0,102,13,0,0.126696832579186,0,0.663245070107815,0.0588235294117647,0
"15929261",238,40,32,0,63,22,43,0.134453781512605,0,0.413629917375755,0.092436974789916,0.282318832494563
"69017780",124,55,82,33,82,0,31,0.467008797653959,0.266129032258065,0.133431085043988,0,0.133431085043988
"61897333",80,37,51,0,112,1,0,0.6375,0,0.197950614081994,0.0133148180167719,0
"52889201",148,50,0,0,35,-15,30,0,0,0.353719103719104,-0.101351351351351,0.303187803187803
"80130878",233,35,222,30,43,15,57,0.5134607881389,0.128755364806867,0.1467030823254,0.0643776824034335,0.1467030823254
"99614930",68,50,69,0,82,19,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"93313041",153,47,68,0,36,-17,33,0.444444444444444,0,0.235294117647059,0.0274146695715323,0.215686274509804
"94693214",196,42,98,29,82,0,18,0.5,0.149555631403463,0.258112184607145,0,0.0923321839893927
"63946123",99,37,46,0,30,-4,0,0.464646464646465,0,0.376414074749355,0.00770489270294437,0
"58292400",280,37,17,0,0,11,0,0.0607142857142857,0,0,0.0392857142857143,0.65
"13265052",82,55,264,0,112,0,0,0.660150891632373,0,0.188614540466392,0,0
"47298754",84,48,10,31,224,19,15,0.119047619047619,0.371676809081614,0.169758523956922,0.169758523956922,0.169758523956922
"43062301",113,32,37,62,37,21,0,0.327433628318584,0.366789273705039,0.146715709482016,0.146715709482016,0
"27811945",182,23,72,0,141,9,0,0.395604395604396,0,0.246303079636413,0.0494505494505494,0
"65177182",174,21,70,26,96,13,0,0.40476706764665,0.149425287356322,0.351978118642767,0.0814838473419161,0
"52379995",97,37,38,0,80,-2,0,0.391752577319588,0,0.477631411480209,-0.0206185567010309,0
"81771314",106,30,0,0,82,7,60,0,0,0.244758909853249,0.0660377358490566,0.244758909853249
"42050815",130,24,0,104,82,10,77,0,0.592592592592593,0.0740740740740741,0.0740740740740741,0.148148148148148
"75025205",241,24,59,0,30,2,315,0.246778153523843,0,0.12448132780083,0.00955447670631024,0.421655177771486
"30235951",98,31,26,33,36,13,0,0.26530612244898,0.336734693877551,0.194921253460854,0.137098473545776,0
"47106716",132,51,46,23,112,34,0,0.348484848484849,0.174242424242424,0.232463524130191,0.232463524130191,0
"36231126",152,35,62,0,37,24,0,0.407894736842105,0,0.267413372532728,0.173457322723932,0
"3037066",128,35,53,179,43,20,0,0.4140625,0.318662122770919,0.127464849108368,0.127464849108368,0
"9376361",266,43,0,0,63,-14,0,0,0,0.44769330734243,-0.0526315789473684,0
"2729267",304,34,124,0,143,7,0,0.407894736842105,0,0.417844379467186,0.0230263157894737,0
"50627238",305,30,0,0,48,6,0,0,0,0.157377049180328,0.019672131147541,0.218012548067193
"9369769",119,22,0,0,140,10,0,0,0,0.125842929764498,0.0840336134453782,0
"61685469",229,29,0,10,112,9,7,0,0.0436681222707424,0.735228314194835,0.0393013100436681,0.0305676855895196
"52483256",297,24,108,0,37,14,0,0.363636363636364,0,0.280583613916947,0.0471380471380471,0
"24726048",282,41,39,58,173,3,20,0.138297872340426,0.205673758865248,0.574468085106383,0.0106382978723404,0.0709219858156028
"34753842",221,53,0,0,30,28,0,0,0,0.135746606334842,0.126696832579186,0.132618289481035
"26634574",181,36,18,0,51,18,118,0.0994475138121547,0,0.286719979526763,0.115666260605238,0.421005752228684
"24803896",73,26,0,24,51,16,0,0,0.328767123287671,0.210616438356164,0.210616438356164,0
"69122131",61,38,0,0,31,18,27,0,0,0.185185185185185,0.185185185185185,0.185185185185185
"84087664",300,25,19,0,80,6,14,0.0633333333333333,0,0.792839506172839,0.02,0.0466666666666667
"35040587",293,38,0,45,25,14,6,0,0.15358361774744,0.0853242320819113,0.0477815699658703,0.541598196603885
"87089561",124,21,71,65,112,13,0,0.37037037037037,0.493827160493827,0.0617283950617284,0.0617283950617284,0
"17387874",86,44,77,29,144,28,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"11353719",145,31,49,78,45,2,0,0.337931034482759,0.454235845040443,0.181694338016177,0.0137931034482759,0
"37382765",84,50,0,118,36,25,66,0,0.385802469135802,0.154320987654321,0.154320987654321,0.154320987654321
"11099709",275,40,0,16,51,22,23,0,0.0581818181818182,0.626947250280584,0.08,0.0836363636363636
"8750814",228,30,37,54,35,11,0,0.162280701754386,0.236842105263158,0.540285899935023,0.0482456140350877,0
"52846735",162,48,188,29,0,22,47,0.514590347923681,0.179012345679012,0,0.14702581369248,0.14702581369248
"41672090",55,45,13,0,27,31,0,0.236363636363636,0,0.306200897867565,0.306200897867565,0
"37713833",233,45,142,31,0,31,45,0.560779088171007,0.133047210300429,0,0.133605425895931,0.160222596620288
"2475207",224,48,0,28,0,-19,7,0,0.125,0,0.606815403422983,-0.0130654034229829
"86367938",100,54,50,0,64,-43,0,-0.00459587023086008,0,1.28336130232963,-0.43,0
"42681285",167,42,44,0,82,29,0,0.263473053892216,0,0.355264041533159,0.173652694610778,0
"25581153",125,39,138,0,44,22,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"79855497",195,40,43,0,27,-8,0,0.220512820512821,0,0.138461538461538,-0.041025641025641,0.530816714150047
"14932999",67,38,74,73,80,21,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"10261333",114,33,91,0,217,11,20,0.525857995156241,0,0.150245141473212,0.0964912280701754,0.150245141473212
"56356356",111,25,0,0,112,13,41,0,0,0.219219219219219,0.117117117117117,0.219219219219219
"91644619",220,49,181,52,53,25,0,0.495953360768176,0.236363636363636,0.141700960219479,0.113636363636364,0
"29818201",95,27,0,0,31,17,0,0,0,0.216114359974009,0.178947368421053,0
"49212019",312,33,12,0,51,15,0,0.0384615384615385,0,0.762226970560304,0.0480769230769231,0
"73976887",87,52,0,0,112,-19,52,0,0,0.386973180076628,-0.218390804597701,0.386973180076628
"8176879",244,44,104,0,25,24,0,0.426229508196721,0,0.102459016393443,0.0983606557377049,0.221716251770897
"69049941",84,48,4,0,25,30,0,0.0476190476190476,0,0.297619047619048,0.416752835964199,0
"34033956",174,43,82,0,173,-1,68,0.471264367816092,0,0.228661132396765,-0.00574712643678161,0.228661132396765
"25673531",306,21,6,97,45,14,0,0.0196078431372549,0.316993464052288,0.605301379811184,0.0457516339869281,0
"90083280",30,35,14,0,82,-3,86,0.466666666666667,0,0.278086419753086,-0.1,0.278086419753086
"19898854",58,46,0,39,31,33,17,0,0.385802469135802,0.154320987654321,0.154320987654321,0.154320987654321
"15946028",123,47,11,0,33,28,151,0.0900861549130317,0,0.268292682926829,0.233379433673928,0.33108123465905
"79702364",234,38,24,0,0,17,35,0.102564102564103,0,0,0.0726495726495727,0.523979107312441
"22277365",99,32,100,84,31,18,82,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
"36729068",125,49,18,0,173,-37,0,0.144,0,1.00076543209877,-0.296,0
"86429614",203,34,0,0,36,20,26,0,0,0.191005879548705,0.0985221674876847,0.137948690785176
"41983264",356,20,0,0,53,7,0,0,0,0.190213621861562,0.0196629213483146,0
"53771319",194,49,55,34,27,8,44,0.284547367748893,0.175257731958763,0.140353390245374,0.0768348070343443,0.22680412371134
"8598989",307,28,0,0,112,4,29,0,0,0.433614102838477,0.0274789120004662,0.0944625407166124
"77935443",89,34,103,38,35,1,38,0.432584269662921,0.308988764044944,0.123595505617978,0.0112359550561798,0.123595505617978
"72710716",90,27,0,0,120,3,90,0,0,0.261111111111111,0.0333333333333333,0.261111111111111
"14088732",198,41,91,0,0,27,0,0.45959595959596,0,0,0.136363636363636,0.154040404040404
"9127228",209,49,49,31,82,24,0,0.23444976076555,0.148325358851675,0.44800908836448,0.156870113005949,0
"30199972",106,43,0,105,27,-4,0,0,0.56266846361186,0.225067385444744,-0.0377358490566038,0
"86883452",126,49,108,0,143,-2,0,0.672496570644719,0,0.192141877327063,-0.0158730158730159,0
"77296751",254,45,0,59,126,30,52,0,0.232283464566929,0.27535773464732,0.130515296277952,0.210608936606565
"23716885",17,30,14,31,51,16,83,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
"45165251",311,24,9,18,41,13,0,0.0289389067524116,0.0578778135048231,0.859036957643603,0.0418006430868167,0
"64823279",95,21,86,76,0,14,0,0.388888888888889,0.518518518518519,0,0.0648148148148148,0
"51261170",290,28,35,0,54,5,22,0.120689655172414,0,0.709046402724564,0.0172413793103448,0.0758620689655172
"11999561",98,42,30,0,0,14,49,0.306122448979592,0,0,0.142857142857143,0.399785840262031
"91279222",181,39,0,0,30,13,0,0,0,0.165745856353591,0.0718232044198895,0.157492667621581
"52820830",14,21,0,0,0,9,36,0,0,0,0.101851851851852,0.203703703703704
"82778637",3,42,0,102,44,15,49,0,0.385802469135802,0.154320987654321,0.154320987654321,0.154320987654321
"8864478",75,48,0,0,0,-2,0,0,0,0,-0.0266666666666667,0.236543209876543
"72050166",270,38,141,0,127,13,35,0.525478133474055,0,0.207414771427773,0.0603169716413821,0.12962962962963
"678661",102,55,35,124,0,-1,0,0.343137254901961,0.617283950617284,0,-0.00980392156862745,0
"79129750",138,24,114,90,82,10,138,0.333333333333333,0.444444444444444,0.0555555555555556,0.0555555555555556,0.111111111111111
"8559031",191,30,127,0,31,1,0,0.672381888269319,0,0.162303664921466,0.0140798789079804,0
"15428830",117,39,88,141,102,4,7,0.452991452991453,0.323565323565324,0.129426129426129,0.0341880341880342,0.0598290598290598
"30607986",96,38,48,0,104,24,0,0.5,0,0.174382716049383,0.174382716049383,0
"13514857",182,34,90,0,54,16,8,0.49668897981504,0,0.286132812625823,0.0960616697759323,0.043956043956044
"72660328",88,53,36,24,78,-379,0,0.409090909090909,-0.301971071802957,0.886363636363636,-4.00705508897092,0
"80238291",117,51,58,43,25,-32,49,0.731319285774731,0.542184987729542,-4.86650522563811e-16,-0.273504273504274,-9.53835024225075e-16
"40794257",134,46,0,0,81,28,33,0,0,0.185185185185185,0.185185185185185,0.185185185185185
"85780230",4,30,124,62,0,12,0,0.475308641975309,0.339506172839506,0,0.135802469135802,0
"97366933",51,52,0,0,217,-30,10,0,0,1.16189835652819,-0.588235294117647,-0.0181075068549848
"24106385",77,50,41,44,173,-7,43,0.477272727272727,0.340909090909091,0.136363636363636,-0.0909090909090909,0.136363636363636
"3215715",125,54,0,57,82,-13,7,0,0.458723884437404,0.562267922765583,-0.228226375104222,0.056
"47949755",48,25,167,26,112,9,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"32332661",136,45,56,0,0,27,17,0.411764705882353,0,0,0.312000726216413,0.125
"17815083",109,49,0,0,64,3,40,0,0,0.26401630988787,0.0275229357798165,0.26401630988787
"63456119",199,51,87,28,43,34,0,0.437185929648241,0.146798999910649,0.21608040201005,0.187588989418714,0
"13539427",76,21,46,0,36,6,23,0.481481481481481,0,0.0802469135802469,0.0802469135802469,0.160493827160494
"28006162",200,35,0,162,0,6,0,0,0.596543209876543,0,0.03,0
"97850142",50,43,0,87,27,10,37,0,0.385802469135802,0.154320987654321,0.154320987654321,0.154320987654321
"16135368",86,46,0,126,0,22,0,0,0.447530864197531,0,0.179012345679012,0
"25151487",2,43,152,0,173,-9,66,3.45089786756453,0,0.985970819304153,-4.5,0.985970819304153
"37512059",31,55,0,0,47,25,50,0,0,0.185185185185185,0.185185185185185,0.185185185185185
"52473106",247,31,0,0,51,15,0,0,0,0.334332983455791,0.0607287449392713,0
"53316887",106,33,42,0,31,1,93,0.39622641509434,0,0.258589564407174,0.00943396226415094,0.258589564407174
"83197176",231,21,118,0,145,14,0,0.510822510822511,0,0.119929453262787,0.0606060606060606,0
"24184535",92,36,26,130,51,4,29,0.282608695652174,0.3743961352657,0.14975845410628,0.0434782608695652,0.14975845410628
"91099878",217,52,0,30,29,26,0,0,0.138248847926267,0.133640552995392,0.119815668202765,0.358294930875576
"58420101",114,22,0,47,80,15,53,0,0.412280701754386,0.119152046783626,0.119152046783626,0.238304093567251
"69977931",115,36,0,0,173,13,10,0,0,0.355555555555556,0.11304347826087,0.0869565217391304
"23765779",7,55,0,61,112,-65,112,0,5.63026650989614,2.25210660395846,-9.28571428571429,2.25210660395846
"11554070",333,22,31,147,173,5,107,0.0945230593370581,0.441441441441441,0.149596614829906,0.0152456547317836,0.299193229659811
"62557416",212,49,51,0,67,27,0,0.240566037735849,0,0.480840903796879,0.127358490566038,0
"61511458",100,51,150,47,103,34,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"55658770",238,34,26,43,112,10,0,0.109243697478992,0.180672268907563,0.655721547878411,0.0420168067226891,0
"55630751",219,38,61,0,82,2,48,0.278538812785388,0,0.41088713899997,0.0142354721957004,0.219178082191781
"41351399",122,43,0,0,79,20,62,0,0,0.195810564663024,0.163934426229508,0.195810564663024
"98383353",40,54,29,0,112,4,7,0.496913580246914,0,0.141975308641975,0.141975308641975,0.141975308641975
"74627266",222,39,49,49,34,25,42,0.220720720720721,0.220720720720721,0.19950213371266,0.112612612612613,0.246443812233286
"95953755",79,51,0,7,36,-32,0,0,0.0886075949367089,1.06645569620253,-0.40506329113924,0
"49097293",119,43,59,25,182,5,0,0.503351010975462,0.210084033613445,0.218144703468961,0.0560745729297859,0
"51464831",65,26,151,0,31,13,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"59484040",111,46,89,0,82,26,60,0.496913580246914,0,0.141975308641975,0.141975308641975,0.141975308641975
"92635356",85,39,0,183,31,24,31,0,0.385802469135802,0.154320987654321,0.154320987654321,0.154320987654321
"81652169",263,44,40,39,37,30,41,0.152091254752852,0.14828897338403,0.239684551471624,0.194338825517533,0.265596394873961
"81417697",57,52,16,0,40,-10,15,0.280701754385965,0,0.524597495711388,-0.225140192874349,0.263157894736842
"66827807",120,52,15,43,173,-165,0,0.188509653270292,-1.70492404885811e-20,2.17414466771736,-1.375,0
"33352820",296,20,0,0,112,14,0,0,0,0.162579245912579,0.0472972972972973,0
"44016294",86,27,84,108,0,1,169,0.488013207005455,0.348580862146754,0,0.0116279069767442,0.139432344858701
"64438241",222,30,75,20,65,0,0,0.337837837837838,0.0900900900900901,0.559726393059727,0,0
"79666499",105,34,0,34,173,21,51,0,0.323809523809524,0.174985302763081,0.174985302763081,0.174985302763081
"10896301",89,34,55,96,25,6,0,0.460119295325288,0.328656639518063,0.131462655807225,0.0674157303370786,0
"49222178",117,52,0,0,31,-68,0,0,0,0.976258309591643,-0.581196581196581,0
"25068462",114,43,81,29,64,19,0,0.46662531750251,0.254385964912281,0.133321519286432,0.133321519286432,0
"38943760",272,39,55,160,144,7,109,0.202205882352941,0.428921568627451,0.17156862745098,0.0257352941176471,0.17156862745098
"75889891",130,37,57,38,32,16,0,0.432098765432099,0.308641975308642,0.123456790123457,0.123456790123457,0
"40988649",227,42,206,0,67,9,59,0.562031227596573,0,0.160580350741878,0.039647577092511,0.160580350741878
"92231560",110,23,143,0,51,15,5,0.567760942760943,0,0.0946268237934905,0.0946268237934905,0.0454545454545455
"9401639",84,49,164,0,51,-10,0,0.752743484224966,0,0.215069566921419,-0.119047619047619,0
"72203222",164,47,169,0,64,-9,0,0.702833818461641,0,0.200809662417612,-0.0548780487804878,0
"19075629",141,40,48,0,82,0,0,0.340425531914894,0,0.508339900183872,0,0
"24442109",112,47,169,0,173,33,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"97835293",110,44,25,0,43,22,85,0.227272727272727,0,0.231855592966704,0.231855592966704,0.231855592966704
"2597590",210,32,0,28,0,11,0,0,0.133333333333333,0,0.0523809523809524,0.440828924162257
"82155717",236,33,0,38,55,9,0,0,0.161016949152542,0.550847457627119,0.038135593220339,0
"23014885",101,42,13,36,36,19,0,0.128712871287129,0.356435643564356,0.293116281312373,0.209389524823796,0
"52137450",35,27,156,0,43,9,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"4816575",71,34,19,0,35,21,0,0.267605633802817,0,0.290579899147974,0.290579899147974,0
"67245277",258,24,53,0,104,8,29,0.205426356589147,0,0.405118781178464,0.0376315056761036,0.112403100775194
"10027591",40,54,44,291,63,-387,101,10.675,1.21359266357375e-99,4.85437065429462e-100,-9.675,4.85437065429462e-100
"15293346",65,54,11,69,63,-15,24,0.169230769230769,0.58974358974359,0.235897435897436,-0.230769230769231,0.235897435897436
"97034123",223,49,0,49,31,-4,23,0,-1.56017837938701,-0.987051627775455,-0.0179372197309417,3.31079364553926
"10249914",113,28,25,0,219,3,0,0.221238938053097,0,0.600977821479296,0.0265486725663717,0
"17738089",85,45,107,72,42,29,27,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
"25358548",197,40,0,35,0,26,0,0,0.177664974619289,0,0.131979695431472,0.316898539825782
"55284879",74,41,62,52,25,19,70,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
"75004074",152,50,0,0,51,-22,0,0,0,0.539798570500325,-0.144736842105263,0
"75930957",143,31,0,75,54,8,64,0,0.44045632008595,0.17618252803438,0.0559440559440559,0.17618252803438
"22811149",86,52,16,125,29,30,22,0.186046511627907,0.369978858350951,0.147991543340381,0.147991543340381,0.147991543340381
"47911537",68,46,24,0,25,22,0,0.352941176470588,0,0.247912127814089,0.247912127814089,0
"54992907",140,46,39,19,78,25,0,0.278571428571429,0.135714285714286,0.339689782617612,0.183314562313854,0
"12434911",34,37,6,0,0,4,23,0.176470588235294,0,0,0.117647058823529,0.554647785039942
"48257959",285,32,112,18,31,1,45,0.588222147726003,0.0631578947368421,0.108771929824561,0.00350877192982456,0.236339255782769
"27942367",304,31,7,0,112,12,0,0.0230263157894737,0,0.786265432098765,0.0394736842105263,0
"85039653",112,33,203,155,64,2,0,0.484898589065256,0.346356135046611,0.138542454018645,0.0178571428571429,0
"79094722",295,34,47,44,173,13,0,0.159322033898305,0.149152542372881,0.635111948106298,0.0440677966101695,0
"816266",35,21,0,96,51,13,19,0,0.592592592592593,0.0740740740740741,0.0740740740740741,0.148148148148148
"85368503",17,27,13,0,30,13,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"55671628",106,24,312,0,43,16,0,0.518518518518518,0,0.0864197530864198,0.0864197530864198,0
"55231502",182,55,0,3,43,-25,159,0,0.0165711624057567,0.236263736263736,-0.235591650191669,0.831522183620942
"89285446",234,31,6,0,217,13,174,0.0256410256410256,0,0.420821462488129,0.0555555555555556,0.420821462488129
"89966734",64,39,138,0,68,15,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"57042344",133,47,0,0,45,27,117,0,0,0.185185185185185,0.185185185185185,0.185185185185185
"36889553",122,52,105,103,141,-67,170,0.677766393442623,0.484118852459016,0.193647540983607,-0.549180327868853,0.193647540983607
"55031277",176,40,90,134,55,11,27,0.41015625,0.29296875,0.1171875,0.0625,0.1171875
"80265417",63,55,127,75,53,-395,0,3.61451741190303,2.13455752671439,1.5084206522115,-6.26984126984127,0
"10036606",173,45,0,0,112,-9,0,0,0,0.447084849782345,-0.0520231213872832,0
"14953575",324,21,70,0,35,14,0,0.216049382716049,0,0.432098765432099,0.0432098765432099,0
"28938318",59,29,0,0,31,1,3,0,0,0.487758945386064,0.0169491525423729,0.0508474576271186
"63150184",115,25,79,0,36,5,0,0.6263344665116,0,0.1789527047176,0.0434782608695652,0
"85566419",221,42,0,79,43,26,19,0,0.357466063348416,0.25259478662434,0.152731731447276,0.085972850678733
"52273553",56,28,16,122,0,12,0,0.285714285714286,0.474930713025951,0,0.18997228521038,0
"53001890",244,37,65,40,35,21,0,0.266393442622951,0.163934426229508,0.471260878364703,0.0860655737704918,0
"81186589",325,25,0,0,27,13,3,0,0,0.0830769230769231,0.04,0.423247863247863
"44189037",242,23,0,0,55,8,33,0,0,0.225640240791756,0.0330578512396694,0.136363636363636
"81473643",248,48,0,33,64,0,30,0,0.133064516129032,0.594733174034249,0,0.120967741935484
"16800924",264,41,106,48,51,9,0,0.401515151515151,0.181818181818182,0.343672839506173,0.0606481481481482,0
"14316872",229,37,70,37,0,23,16,0.305676855895196,0.161572052401747,0,0.100436681222707,0.350099735834816
"11666503",128,54,71,62,330,-26,0,0.5546875,0.469406053243315,0.187762421297326,-0.224201653552987,0
"58571989",199,22,16,108,36,4,0,0.0804020100502513,0.706247285811775,0.180904522613065,0.0201005025125628,0
"4776703",38,34,62,0,64,20,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"50041022",306,26,252,0,36,18,0,0.672294843863471,0,0.117647058823529,0.0588235294117647,0
"1678513",255,47,240,0,40,27,29,0.546957960138788,0,0.156273702896797,0.105882352941176,0.113725490196078
"18803698",32,38,21,0,27,25,0,0.540123456790123,0,0.154320987654321,0.154320987654321,0
"5749254",311,22,49,0,51,3,6,0.157556270096463,0,0.615973958953595,0.00964630225080386,0.0192926045016077
"52024382",21,38,0,0,43,18,0,0,0,0.197530864197531,0.197530864197531,0
"12126038",42,29,0,94,49,17,0,0,0.416666666666667,0.166666666666667,0.166666666666667,0
"43901952",86,29,214,71,33,14,12,0.388888888888889,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111
