date_year,date_month,date,price
2017,2,201702,90000
2017,2,201702,90000
2017,2,201702,101000
2017,2,201702,90000
2017,2,201702,103000
2017,2,201702,90000
2017,2,201702,91000
2017,2,201702,83000
2017,2,201702,85500
2017,2,201702,99000
2017,2,201702,83500
2017,2,201702,101300
2017,2,201702,104000
2017,2,201702,99000
2017,2,201702,91900
2017,2,201702,92500
2017,2,201702,90000
2017,2,201702,90000
2017,2,201702,101000
2017,2,201702,86000
2017,2,201702,91800
2017,2,201702,84500
2017,2,201702,83500
2017,2,201702,83000
2017,2,201702,72000
2017,2,201702,59000
2017,2,201702,69000
2017,2,201702,70500
2017,2,201702,49000
2017,2,201702,61000
2017,2,201702,70000
2017,2,201702,68500
2017,2,201702,75000
2017,2,201702,76900
2017,2,201702,82000
2017,2,201702,77000
2017,2,201702,103000
2017,2,201702,72000
2017,2,201702,85000
2017,2,201702,54000
2017,2,201702,20000
2017,2,201702,28000
2017,2,201702,26000
2017,2,201702,84900
2017,2,201702,72500
2017,2,201702,45870
2017,2,201702,99800
2017,2,201702,89000
2017,2,201702,78000
2017,2,201702,29200
2017,2,201702,47000
2017,2,201702,97200
2017,2,201702,76150
2017,2,201702,70900
2017,2,201702,86000
2017,2,201702,72000
2017,2,201702,75900
2017,2,201702,74000
2017,2,201702,75000
2017,2,201702,45000
2017,2,201702,63500
2017,2,201702,50200
2017,2,201702,62800
2017,2,201702,65000
2017,2,201702,57000
2017,2,201702,48000
2017,2,201702,56000
2017,2,201702,107300
2017,2,201702,108500
2017,2,201702,38900
2017,2,201702,88300
2017,2,201702,62700
2017,2,201702,48000
2017,2,201702,51500
2017,2,201702,24000
2017,2,201702,87800
2017,2,201702,87800
2017,2,201702,86500
2017,2,201702,43500
2017,2,201702,90000
2017,2,201702,26200
2017,2,201702,28400
2017,2,201702,27800
2017,2,201702,59800
2017,2,201702,74000
2017,2,201702,68500
2017,2,201702,33000
2017,2,201702,120000
2017,2,201702,76000
2017,1,201701,97500
2017,1,201701,123000
2017,1,201701,97000
2017,1,201701,115000
2017,1,201701,98000
2017,1,201701,96000
2017,1,201701,100000
2017,1,201701,115000
2017,1,201701,99200
2017,1,201701,130000
2017,1,201701,123000
2017,1,201701,99800
2017,1,201701,135000
2017,1,201701,100000
2017,1,201701,99500
2017,1,201701,87000
2017,1,201701,89500
2017,1,201701,81000
2017,1,201701,88500
2017,1,201701,88000
2017,1,201701,85000
2017,1,201701,62000
2017,1,201701,59200
2017,1,201701,85000
2017,1,201701,81000
2017,1,201701,83000
2017,1,201701,34000
2017,1,201701,23600
2017,1,201701,34800
2017,1,201701,54000
2017,1,201701,54000
2017,1,201701,106000
2017,1,201701,22000
2017,1,201701,34500
2017,1,201701,28000
2017,1,201701,90500
2017,1,201701,88000
2017,1,201701,99500
2017,1,201701,85000
2017,1,201701,98000
2017,1,201701,67500
2017,1,201701,85000
2017,1,201701,84000
2017,1,201701,28700
2017,1,201701,47000
2017,1,201701,71000
2017,1,201701,45000
2017,1,201701,49700
2017,1,201701,47500
2017,1,201701,57000
2017,1,201701,89500
2017,1,201701,26400
2017,1,201701,57800
2017,1,201701,28000
2017,1,201701,59000
2017,1,201701,90000
2017,1,201701,56300
2017,1,201701,88000
2017,1,201701,85000
2017,1,201701,86000
2017,1,201701,86000
2017,1,201701,87800
2017,1,201701,39000
2017,1,201701,87500
2017,1,201701,83000
2017,1,201701,27500
2017,1,201701,31000
2017,1,201701,26500
2017,1,201701,26750
2017,1,201701,59800
2017,1,201701,59650
2017,1,201701,55000
2017,1,201701,108000
2016,12,201612,94500
2016,12,201612,94000
2016,12,201612,94500
2016,12,201612,94500
2016,12,201612,128500
2016,12,201612,111500
2016,12,201612,83000
2016,12,201612,86000
2016,12,201612,103800
2016,12,201612,88500
2016,12,201612,88000
2016,12,201612,87400
2016,12,201612,88500
2016,12,201612,90000
2016,12,201612,90000
2016,12,201612,88750
2016,12,201612,89000
2016,12,201612,82300
2016,12,201612,89000
2016,12,201612,84000
2016,12,201612,51000
2016,12,201612,54000
2016,12,201612,73000
2016,12,201612,64000
2016,12,201612,24500
2016,12,201612,37400
2016,12,201612,26800
2016,12,201612,85000
2016,12,201612,65000
2016,12,201612,32500
2016,12,201612,31000
2016,12,201612,100750
2016,12,201612,85500
2016,12,201612,85500
2016,12,201612,69800
2016,12,201612,28000
2016,12,201612,45700
2016,12,201612,67500
2016,12,201612,57800
2016,12,201612,67500
2016,12,201612,74500
2016,12,201612,72000
2016,12,201612,72000
2016,12,201612,76000
2016,12,201612,79000
2016,12,201612,70000
2016,12,201612,77000
2016,12,201612,52000
2016,12,201612,73000
2016,12,201612,74000
2016,12,201612,45000
2016,12,201612,47000
2016,12,201612,90000
2016,12,201612,19950
2016,12,201612,27500
2016,12,201612,27450
2016,12,201612,78500
2016,12,201612,45000
2016,12,201612,88000
2016,12,201612,31000
2016,12,201612,24500
2016,12,201612,27700
2016,12,201612,45000
2016,12,201612,81000
2016,12,201612,50000
2016,11,201611,121000
2016,11,201611,126000
2016,11,201611,95000
2016,11,201611,92500
2016,11,201611,90000
2016,11,201611,90000
2016,11,201611,85000
2016,11,201611,49000
2016,11,201611,71000
2016,11,201611,77000
2016,11,201611,38500
2016,11,201611,39000
2016,11,201611,28200
2016,11,201611,54000
2016,11,201611,21900
2016,11,201611,24500
2016,11,201611,24000
2016,11,201611,24500
2016,11,201611,89800
2016,11,201611,90000
2016,11,201611,88000
2016,11,201611,89000
2016,11,201611,88000
2016,11,201611,68000
2016,11,201611,74000
2016,11,201611,24500
2016,11,201611,101500
2016,11,201611,100000
2016,11,201611,28300
2016,11,201611,34000
2016,11,201611,21000
2016,11,201611,70000
2016,11,201611,83000
2016,11,201611,70000
2016,11,201611,52000
2016,11,201611,47000
2016,11,201611,44500
2016,11,201611,69800
2016,11,201611,75000
2016,11,201611,65000
2016,11,201611,75000
2016,11,201611,62000
2016,11,201611,49800
2016,11,201611,92500
2016,11,201611,58000
2016,11,201611,27900
2016,11,201611,36800
2016,11,201611,53250
2016,11,201611,62000
2016,11,201611,86000
2016,11,201611,57000
2016,11,201611,88000
2016,11,201611,44800
2016,11,201611,88000
2016,11,201611,88000
2016,11,201611,29850
2016,11,201611,30000
2016,11,201611,19000
2016,11,201611,73300
2016,11,201611,71000
2016,11,201611,72700
2016,11,201611,88000
2016,11,201611,79700
2016,11,201611,80000
2016,10,201610,105000
2016,10,201610,130000
2016,10,201610,90000
2016,10,201610,104000
2016,10,201610,144000
2016,10,201610,142500
2016,10,201610,143000
2016,10,201610,101000
2016,10,201610,100000
2016,10,201610,97000
2016,10,201610,90000
2016,10,201610,109900
2016,10,201610,110000
2016,10,201610,90000
2016,10,201610,101400
2016,10,201610,90000
2016,10,201610,104700
2016,10,201610,92000
2016,10,201610,90000
2016,10,201610,94800
2016,10,201610,94500
2016,10,201610,94800
2016,10,201610,95000
2016,10,201610,89000
2016,10,201610,90000
2016,10,201610,89000
2016,10,201610,62800
2016,10,201610,81500
2016,10,201610,74000
2016,10,201610,82000
2016,10,201610,63000
2016,10,201610,71800
2016,10,201610,65000
2016,10,201610,80500
2016,10,201610,75800
2016,10,201610,52500
2016,10,201610,63000
2016,10,201610,52500
2016,10,201610,73000
2016,10,201610,53500
2016,10,201610,75000
2016,10,201610,50800
2016,10,201610,63500
2016,10,201610,70500
2016,10,201610,74500
2016,10,201610,53900
2016,10,201610,60000
2016,10,201610,54000
2016,10,201610,54900
2016,10,201610,62000
2016,10,201610,55000
2016,10,201610,72000
2016,10,201610,55600
2016,10,201610,52500
2016,10,201610,81900
2016,10,201610,87000
2016,10,201610,60000
2016,10,201610,87000
2016,10,201610,85000
2016,10,201610,64500
2016,10,201610,90000
2016,10,201610,49500
2016,10,201610,50300
2016,10,201610,54000
2016,10,201610,21800
2016,10,201610,23000
2016,10,201610,26000
2016,10,201610,22000
2016,10,201610,30000
2016,10,201610,57000
2016,10,201610,89500
2016,10,201610,89500
2016,10,201610,101500
2016,10,201610,105000
2016,10,201610,59000
2016,10,201610,80000
2016,10,201610,95000
2016,10,201610,83000
2016,10,201610,79800
2016,10,201610,89800
2016,10,201610,96500
2016,10,201610,99500
2016,10,201610,88000
2016,10,201610,99900
2016,10,201610,88950
2016,10,201610,36800
2016,10,201610,94000
2016,10,201610,67000
2016,10,201610,87000
2016,10,201610,23600
2016,10,201610,28000
2016,10,201610,27500
2016,10,201610,27000
2016,10,201610,27940
2016,10,201610,30000
2016,10,201610,62000
2016,10,201610,35000
2016,10,201610,43900
2016,10,201610,84000
2016,10,201610,64000
2016,10,201610,69000
2016,10,201610,85500
2016,10,201610,73500
2016,10,201610,90000
2016,10,201610,80000
2016,10,201610,78000
2016,10,201610,67000
2016,10,201610,67800
2016,10,201610,70000
2016,10,201610,68000
2016,10,201610,59990
2016,10,201610,67800
2016,10,201610,70000
2016,10,201610,74000
2016,10,201610,77000
2016,10,201610,69500
2016,10,201610,69500
2016,10,201610,77800
2016,10,201610,80000
2016,10,201610,66200
2016,10,201610,75000
2016,10,201610,85700
2016,10,201610,73200
2016,10,201610,73500
2016,10,201610,77300
2016,10,201610,78000
2016,10,201610,75000
2016,10,201610,78000
2016,10,201610,77000
2016,10,201610,67000
2016,10,201610,78000
2016,10,201610,64000
2016,10,201610,64300
2016,10,201610,67800
2016,10,201610,45000
2016,10,201610,45000
2016,10,201610,66800
2016,10,201610,55700
2016,10,201610,67000
2016,10,201610,66000
2016,10,201610,67200
2016,10,201610,70000
2016,10,201610,78000
2016,10,201610,70000
2016,10,201610,70000
2016,10,201610,68000
2016,10,201610,67800
2016,10,201610,47000
2016,10,201610,68000
2016,10,201610,47000
2016,10,201610,50000
2016,10,201610,48000
2016,10,201610,70000
2016,10,201610,69000
2016,10,201610,60000
2016,10,201610,86000
2016,10,201610,93500
2016,10,201610,89500
2016,10,201610,89500
2016,10,201610,90000
2016,10,201610,19500
2016,10,201610,100000
2016,10,201610,55000
2016,10,201610,33200
2016,10,201610,28000
2016,10,201610,74500
2016,10,201610,75000
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17117
2016,10,201610,17117
2016,10,201610,17117
2016,10,201610,17117
2016,10,201610,17117
2016,10,201610,19840
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,19062
2016,10,201610,17117
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,20227
2016,10,201610,19450
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,17505
2016,10,201610,52000
2016,10,201610,47500
2016,10,201610,51000
2016,10,201610,40000
2016,10,201610,87500
2016,10,201610,90000
2016,10,201610,90000
2016,10,201610,91000
2016,10,201610,89800
2016,10,201610,39000
2016,10,201610,88000
2016,10,201610,88000
2016,10,201610,87500
2016,10,201610,89000
2016,10,201610,15000
2016,10,201610,16000
2016,10,201610,24800
2016,10,201610,25000
2016,10,201610,44500
2016,10,201610,60000
2016,10,201610,60000
2016,10,201610,76500
2016,10,201610,74800
2016,10,201610,79000
2016,10,201610,46000
2016,10,201610,30000
2016,10,201610,29500
2016,10,201610,30000
2016,10,201610,97800
2016,9,201609,113500
2016,9,201609,98000
2016,9,201609,99000
2016,9,201609,102500
2016,9,201609,114000
2016,9,201609,104000
2016,9,201609,125000
2016,9,201609,107000
2016,9,201609,113000
2016,9,201609,90000
2016,9,201609,120000
2016,9,201609,118000
2016,9,201609,90000
2016,9,201609,90000
2016,9,201609,139500
2016,9,201609,117500
2016,9,201609,118000
2016,9,201609,106000
2016,9,201609,138000
2016,9,201609,118000
2016,9,201609,143000
2016,9,201609,105800
2016,9,201609,126200
2016,9,201609,119000
2016,9,201609,145000
2016,9,201609,120000
2016,9,201609,94300
2016,9,201609,110000
2016,9,201609,95000
2016,9,201609,102000
2016,9,201609,98000
2016,9,201609,95000
2016,9,201609,103000
2016,9,201609,94000
2016,9,201609,110000
2016,9,201609,93000
2016,9,201609,106000
2016,9,201609,95500
2016,9,201609,95000
2016,9,201609,95500
2016,9,201609,90000
2016,9,201609,90000
2016,9,201609,91500
2016,9,201609,88500
2016,9,201609,82000
2016,9,201609,62500
2016,9,201609,83000
2016,9,201609,72500
2016,9,201609,63500
2016,9,201609,82250
2016,9,201609,62000
2016,9,201609,59500
2016,9,201609,60000
2016,9,201609,71500
2016,9,201609,71900
2016,9,201609,51000
2016,9,201609,49900
2016,9,201609,50000
2016,9,201609,62000
2016,9,201609,49000
2016,9,201609,51000
2016,9,201609,49800
2016,9,201609,59000
2016,9,201609,63000
2016,9,201609,50000
2016,9,201609,62000
2016,9,201609,53500
2016,9,201609,59800
2016,9,201609,35000
2016,9,201609,85000
2016,9,201609,82000
2016,9,201609,85000
2016,9,201609,81500
2016,9,201609,100000
2016,9,201609,91000
2016,9,201609,66750
2016,9,201609,33000
2016,9,201609,37000
2016,9,201609,38000
2016,9,201609,38000
2016,9,201609,30500
2016,9,201609,50000
2016,9,201609,48000
2016,9,201609,46500
2016,9,201609,78000
2016,9,201609,83000
2016,9,201609,100000
2016,9,201609,100000
2016,9,201609,100000
2016,9,201609,70000
2016,9,201609,70800
2016,9,201609,70000
2016,9,201609,74000
2016,9,201609,21000
2016,9,201609,30950
2016,9,201609,64000
2016,9,201609,73000
2016,9,201609,36000
2016,9,201609,85000
2016,9,201609,79800
2016,9,201609,99700
2016,9,201609,84000
2016,9,201609,89500
2016,9,201609,93500
2016,9,201609,82000
2016,9,201609,93000
2016,9,201609,88500
2016,9,201609,83000
2016,9,201609,94000
2016,9,201609,70000
2016,9,201609,76000
2016,9,201609,78700
2016,9,201609,87100
2016,9,201609,87500
2016,9,201609,28700
2016,9,201609,73000
2016,9,201609,88000
2016,9,201609,89800
2016,9,201609,88000
2016,9,201609,86000
2016,9,201609,58500
2016,9,201609,59500
2016,9,201609,59700
2016,9,201609,58500
2016,9,201609,56800
2016,9,201609,65000
2016,9,201609,65500
2016,9,201609,64500
2016,9,201609,59950
2016,9,201609,67000
2016,9,201609,69000
2016,9,201609,74000
2016,9,201609,74500
2016,9,201609,75000
2016,9,201609,70000
2016,9,201609,68000
2016,9,201609,75000
2016,9,201609,74000
2016,9,201609,75000
2016,9,201609,79500
2016,9,201609,51000
2016,9,201609,52000
2016,9,201609,65500
2016,9,201609,65500
2016,9,201609,53000
2016,9,201609,46500
2016,9,201609,44350
2016,9,201609,45000
2016,9,201609,66500
2016,9,201609,54700
2016,9,201609,74000
2016,9,201609,73500
2016,9,201609,75000
2016,9,201609,75000
2016,9,201609,62800
2016,9,201609,60000
2016,9,201609,68000
2016,9,201609,58500
2016,9,201609,50000
2016,9,201609,55000
2016,9,201609,60000
2016,9,201609,48000
2016,9,201609,68000
2016,9,201609,89500
2016,9,201609,88000
2016,9,201609,89900
2016,9,201609,90000
2016,9,201609,88000
2016,9,201609,91500
2016,9,201609,66200
2016,9,201609,64000
2016,9,201609,26500
2016,9,201609,27250
2016,9,201609,26200
2016,9,201609,68500
2016,9,201609,90000
2016,9,201609,89980
2016,9,201609,88500
2016,9,201609,52000
2016,9,201609,53250
2016,9,201609,60000
2016,9,201609,46000
2016,9,201609,73000
2016,9,201609,40000
2016,9,201609,44500
2016,9,201609,84000
2016,9,201609,89000
2016,9,201609,89500
2016,9,201609,85500
2016,9,201609,55000
2016,9,201609,84000
2016,9,201609,86700
2016,9,201609,87000
2016,9,201609,87400
2016,9,201609,87000
2016,9,201609,87900
2016,9,201609,20200
2016,9,201609,21500
2016,9,201609,21500
2016,9,201609,19000
2016,9,201609,27500
2016,9,201609,27000
2016,9,201609,65000
2016,9,201609,65000
2016,9,201609,46900
2016,9,201609,73000
2016,9,201609,74300
2016,9,201609,75000
2016,9,201609,74800
2016,9,201609,75000
2016,9,201609,71500
2016,9,201609,28900
2016,9,201609,53500
2016,9,201609,21750
2016,9,201609,73500
2016,9,201609,78500
2016,9,201609,95000
2016,9,201609,100000
2016,9,201609,108000
2016,8,201608,95800
2016,8,201608,134900
2016,8,201608,110000
2016,8,201608,96000
2016,8,201608,110000
2016,8,201608,130000
2016,8,201608,97000
2016,8,201608,96000
2016,8,201608,109500
2016,8,201608,97000
2016,8,201608,86500
2016,8,201608,87000
2016,8,201608,111000
2016,8,201608,97000
2016,8,201608,97000
2016,8,201608,110000
2016,8,201608,131000
2016,8,201608,110000
2016,8,201608,131000
2016,8,201608,90000
2016,8,201608,109000
2016,8,201608,110000
2016,8,201608,88500
2016,8,201608,111000
2016,8,201608,130000
2016,8,201608,111000
2016,8,201608,118800
2016,8,201608,97500
2016,8,201608,131700
2016,8,201608,111000
2016,8,201608,110500
2016,8,201608,113000
2016,8,201608,89000
2016,8,201608,97000
2016,8,201608,97000
2016,8,201608,125000
2016,8,201608,98000
2016,8,201608,118800
2016,8,201608,97500
2016,8,201608,132500
2016,8,201608,97000
2016,8,201608,89300
2016,8,201608,134000
2016,8,201608,113500
2016,8,201608,97500
2016,8,201608,98500
2016,8,201608,115000
2016,8,201608,115000
2016,8,201608,103000
2016,8,201608,86000
2016,8,201608,88500
2016,8,201608,86000
2016,8,201608,87500
2016,8,201608,91000
2016,8,201608,90000
2016,8,201608,89600
2016,8,201608,92000
2016,8,201608,100000
2016,8,201608,86500
2016,8,201608,93000
2016,8,201608,88500
2016,8,201608,92000
2016,8,201608,90000
2016,8,201608,89000
2016,8,201608,93000
2016,8,201608,100000
2016,8,201608,101500
2016,8,201608,90000
2016,8,201608,86500
2016,8,201608,91000
2016,8,201608,89000
2016,8,201608,80000
2016,8,201608,80000
2016,8,201608,80000
2016,8,201608,62500
2016,8,201608,80500
2016,8,201608,43800
2016,8,201608,58700
2016,8,201608,51000
2016,8,201608,70000
2016,8,201608,60000
2016,8,201608,71000
2016,8,201608,59000
2016,8,201608,59900
2016,8,201608,51000
2016,8,201608,62000
2016,8,201608,65700
2016,8,201608,66400
2016,8,201608,110000
2016,8,201608,64500
2016,8,201608,91000
2016,8,201608,35000
2016,8,201608,49500
2016,8,201608,25100
2016,8,201608,46500
2016,8,201608,53000
2016,8,201608,56800
2016,8,201608,47200
2016,8,201608,52000
2016,8,201608,84900
2016,8,201608,82000
2016,8,201608,100000
2016,8,201608,100000
2016,8,201608,67500
2016,8,201608,63000
2016,8,201608,21000
2016,8,201608,23400
2016,8,201608,23900
2016,8,201608,36800
2016,8,201608,60000
2016,8,201608,32500
2016,8,201608,25800
2016,8,201608,31000
2016,8,201608,79000
2016,8,201608,78000
2016,8,201608,90000
2016,8,201608,80000
2016,8,201608,82000
2016,8,201608,79000
2016,8,201608,80000
2016,8,201608,83000
2016,8,201608,81500
2016,8,201608,86000
2016,8,201608,91000
2016,8,201608,80000
2016,8,201608,90000
2016,8,201608,70000
2016,8,201608,87000
2016,8,201608,93000
2016,8,201608,33000
2016,8,201608,33000
2016,8,201608,75500
2016,8,201608,66000
2016,8,201608,66700
2016,8,201608,74700
2016,8,201608,81000
2016,8,201608,73000
2016,8,201608,67300
2016,8,201608,80000
2016,8,201608,62500
2016,8,201608,61500
2016,8,201608,62000
2016,8,201608,64700
2016,8,201608,63000
2016,8,201608,62000
2016,8,201608,61500
2016,8,201608,62000
2016,8,201608,65000
2016,8,201608,64900
2016,8,201608,65000
2016,8,201608,60000
2016,8,201608,64000
2016,8,201608,64400
2016,8,201608,60000
2016,8,201608,63500
2016,8,201608,63000
2016,8,201608,60500
2016,8,201608,56800
2016,8,201608,59800
2016,8,201608,64000
2016,8,201608,75000
2016,8,201608,65000
2016,8,201608,43750
2016,8,201608,44000
2016,8,201608,63800
2016,8,201608,50000
2016,8,201608,60000
2016,8,201608,59500
2016,8,201608,64700
2016,8,201608,63000
2016,8,201608,42000
2016,8,201608,57000
2016,8,201608,65500
2016,8,201608,65000
2016,8,201608,58000
2016,8,201608,65000
2016,8,201608,64000
2016,8,201608,101000
2016,8,201608,90000
2016,8,201608,84500
2016,8,201608,19000
2016,8,201608,87500
2016,8,201608,81700
2016,8,201608,64800
2016,8,201608,53000
2016,8,201608,22000
2016,8,201608,36700
2016,8,201608,73500
2016,8,201608,86800
2016,8,201608,89800
2016,8,201608,42000
2016,8,201608,84000
2016,8,201608,86200
2016,8,201608,84500
2016,8,201608,83500
2016,8,201608,80500
2016,8,201608,87400
2016,8,201608,86800
2016,8,201608,84000
2016,8,201608,33000
2016,8,201608,28800
2016,8,201608,27800
2016,8,201608,26000
2016,8,201608,59000
2016,8,201608,40500
2016,8,201608,52000
2016,8,201608,60000
2016,8,201608,46000
2016,8,201608,54500
2016,8,201608,60000
2016,8,201608,55000
2016,8,201608,74000
2016,8,201608,77000
2016,8,201608,72000
2016,8,201608,55000
2016,8,201608,28500
2016,8,201608,28800
2016,8,201608,19750
2016,8,201608,34700
2016,8,201608,100000
2016,8,201608,51000
2016,7,201607,126000
2016,7,201607,95000
2016,7,201607,84700
2016,7,201607,95500
2016,7,201607,132000
2016,7,201607,109700
2016,7,201607,110000
2016,7,201607,96000
2016,7,201607,96000
2016,7,201607,111500
2016,7,201607,84000
2016,7,201607,85000
2016,7,201607,110500
2016,7,201607,132000
2016,7,201607,132000
2016,7,201607,133000
2016,7,201607,85500
2016,7,201607,110900
2016,7,201607,135000
2016,7,201607,97000
2016,7,201607,96300
2016,7,201607,130000
2016,7,201607,111000
2016,7,201607,130000
2016,7,201607,120000
2016,7,201607,111000
2016,7,201607,111000
2016,7,201607,86000
2016,7,201607,111000
2016,7,201607,96600
2016,7,201607,129500
2016,7,201607,90000
2016,7,201607,109300
2016,7,201607,96500
2016,7,201607,97000
2016,7,201607,135000
2016,7,201607,135000
2016,7,201607,97000
2016,7,201607,109000
2016,7,201607,109300
2016,7,201607,84000
2016,7,201607,86500
2016,7,201607,107300
2016,7,201607,90000
2016,7,201607,90000
2016,7,201607,88450
2016,7,201607,89500
2016,7,201607,85000
2016,7,201607,84000
2016,7,201607,83800
2016,7,201607,60000
2016,7,201607,63000
2016,7,201607,79000
2016,7,201607,72500
2016,7,201607,70000
2016,7,201607,59500
2016,7,201607,51000
2016,7,201607,58000
2016,7,201607,69500
2016,7,201607,51900
2016,7,201607,61400
2016,7,201607,57500
2016,7,201607,80000
2016,7,201607,96800
2016,7,201607,65000
2016,7,201607,66000
2016,7,201607,36000
2016,7,201607,36000
2016,7,201607,45000
2016,7,201607,47000
2016,7,201607,22000
2016,7,201607,21500
2016,7,201607,22000
2016,7,201607,22000
2016,7,201607,30300
2016,7,201607,77500
2016,7,201607,97800
2016,7,201607,70000
2016,7,201607,70000
2016,7,201607,70000
2016,7,201607,70000
2016,7,201607,68000
2016,7,201607,25800
2016,7,201607,31000
2016,7,201607,32200
2016,7,201607,65500
2016,7,201607,65000
2016,7,201607,65900
2016,7,201607,65000
2016,7,201607,22000
2016,7,201607,22000
2016,7,201607,78300
2016,7,201607,77700
2016,7,201607,90000
2016,7,201607,89500
2016,7,201607,78500
2016,7,201607,92500
2016,7,201607,89900
2016,7,201607,95000
2016,7,201607,92000
2016,7,201607,74000
2016,7,201607,75000
2016,7,201607,24500
2016,7,201607,81500
2016,7,201607,80000
2016,7,201607,28900
2016,7,201607,32000
2016,7,201607,77500
2016,7,201607,78500
2016,7,201607,89000
2016,7,201607,58500
2016,7,201607,65000
2016,7,201607,65900
2016,7,201607,67500
2016,7,201607,79000
2016,7,201607,73000
2016,7,201607,42000
2016,7,201607,61600
2016,7,201607,61600
2016,7,201607,62000
2016,7,201607,59000
2016,7,201607,59900
2016,7,201607,50000
2016,7,201607,60000
2016,7,201607,62000
2016,7,201607,61000
2016,7,201607,59700
2016,7,201607,63700
2016,7,201607,43000
2016,7,201607,49000
2016,7,201607,62000
2016,7,201607,51900
2016,7,201607,48500
2016,7,201607,50600
2016,7,201607,45000
2016,7,201607,50000
2016,7,201607,54300
2016,7,201607,60000
2016,7,201607,43700
2016,7,201607,70000
2016,7,201607,65500
2016,7,201607,66500
2016,7,201607,57000
2016,7,201607,53000
2016,7,201607,41500
