user_id,age,house_type,resident,job,house_type2,식표품(1),생필품(2),의류(3),잡화(4),기타(5),현금(1),직불카드(2),신용카드(3),상품권(4),총구매금액
1101,56,4,경기,5,1,0,0,74294,0,0,0,0,1,0,74294
1102,56,2,서울,1,0,0,0,0,101877,0,1,0,0,0,101877
1103,56,4,경기,2,1,0,0,0,0,9573,1,0,0,0,9573
1104,46,4,경기,1,1,0,77117,0,0,0,1,0,0,0,77117
1105,56,4,광주,3,1,0,0,11484,0,0,0,0,1,0,11484
1106,56,4,인천,1,1,0,92494,0,0,0,0,0,1,0,92494
1107,56,4,경기,3,1,0,0,80326,0,0,1,0,0,0,80326
1108,56,4,경기,5,1,0,0,0,89435,0,0,0,1,0,89435
1109,56,4,서울,3,1,0,0,0,0,89435,0,0,1,0,89435
1110,56,4,경북,5,1,7510,0,0,0,0,0,1,0,0,7510
1111,56,2,대구,5,0,0,7510,0,0,0,0,1,0,0,7510
1112,56,1,경기,2,0,0,0,101579,0,0,0,0,1,0,101579
1113,56,1,경남,2,0,0,0,0,14693,0,0,0,1,0,14693
1114,56,4,전남,1,1,0,0,0,0,85361,1,0,0,0,85361
1115,56,3,부산,5,1,0,77106,0,0,0,0,0,1,0,77106
1116,46,4,경기,3,1,0,0,17272,0,0,1,0,0,0,17272
1117,56,4,충북,6,1,0,0,0,7497,0,1,0,0,0,7497
1118,56,4,경기,2,1,0,0,0,70254,0,0,0,1,0,70254
1119,56,4,충남,2,1,0,0,0,0,17044,1,0,0,0,17044
1120,56,4,대구,1,1,187806,172,95065,76356,0,0,0,5,0,359399
1121,56,3,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,56,4,대전,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,56,4,전남,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,56,4,경남,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,56,4,인천,1,1,0,0,93470,0,0,0,0,1,0,93470
1126,56,4,경기,6,1,0,0,0,76922,0,0,0,1,0,76922
1127,56,1,충남,6,0,0,0,0,17310,0,0,0,1,0,17310
1128,56,2,서울,5,0,0,0,0,0,7289,1,0,0,0,7289
1129,56,4,전남,5,1,1884,0,0,0,0,0,0,1,0,1884
1130,56,3,대전,4,1,0,3399,0,0,0,0,0,0,1,3399
1131,56,4,서울,2,1,0,0,9163,0,0,0,0,1,0,9163
1132,56,4,서울,1,1,0,0,0,86951,0,1,0,0,0,86951
1133,56,4,경기,5,1,0,0,0,0,89360,1,0,0,0,89360
1134,56,4,경기,3,1,0,13240,0,0,0,0,0,1,0,13240
1135,55,4,대구,3,1,0,0,13240,0,0,0,0,1,0,13240
1136,55,4,서울,5,1,0,92072,67211,67841,0,3,0,0,0,227124
1137,55,4,서울,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,55,4,경기,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,55,4,충북,4,1,0,0,0,0,68240,0,0,1,0,68240
1140,55,4,경남,5,1,8841,0,0,0,0,1,0,0,0,8841
1141,55,1,대전,2,0,0,2325,0,0,0,1,0,0,0,2325
1142,55,2,경기,4,0,0,0,80012,0,0,1,0,0,0,80012
1143,55,4,전북,6,1,0,0,0,6270,0,0,0,1,0,6270
1144,44,4,부산,6,1,0,0,0,0,77797,0,0,1,0,77797
1145,44,4,부산,6,1,0,91780,0,0,0,0,0,0,1,91780
1146,55,4,경기,1,1,0,0,16265,0,0,1,0,0,0,16265
1147,55,4,경남,2,1,0,0,0,96351,0,1,0,0,0,96351
1148,55,4,서울,1,1,0,0,0,13726,0,0,0,1,0,13726
1149,55,4,부산,6,1,0,0,0,0,74589,1,0,0,0,74589
1150,55,1,전북,2,0,13704,0,0,0,0,1,0,0,0,13704
1151,55,4,경기,5,1,0,13704,0,0,0,1,0,0,0,13704
1152,55,2,경기,1,0,0,0,13704,0,0,1,0,0,0,13704
1153,55,4,부산,1,1,0,0,0,85710,0,0,0,1,0,85710
1154,55,4,경기,1,1,84216,0,0,0,0,1,0,0,0,84216
1155,55,3,강원,5,1,0,0,0,0,11157,0,1,0,0,11157
1156,55,4,경기,6,1,0,11711,12243,0,0,0,0,2,0,23954
1157,55,4,전남,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,55,4,충남,5,1,0,0,0,89015,0,1,0,0,0,89015
1159,55,4,경기,2,1,0,0,0,11400,0,0,0,1,0,11400
1160,55,4,경기,2,1,0,0,0,0,11400,0,0,1,0,11400
1161,55,4,서울,2,1,4623,0,0,0,0,1,0,0,0,4623
1162,54,1,경기,4,0,0,83913,78337,78337,0,0,0,3,0,240587
1163,54,4,인천,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,54,4,전남,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,54,4,경기,4,1,0,0,0,0,11785,1,0,0,0,11785
1166,54,3,전남,5,1,0,14788,0,0,0,1,0,0,0,14788
1167,54,4,울산,5,1,0,0,82417,0,0,0,0,1,0,82417
1168,54,4,인천,2,1,0,74664,0,0,0,0,0,1,0,74664
1169,54,4,경기,2,1,0,0,74664,0,0,0,0,1,0,74664
1170,54,4,경기,1,1,0,0,0,2383,0,1,0,0,0,2383
1171,54,4,경기,4,1,0,0,0,0,13566,0,0,1,0,13566
1172,54,2,서울,5,0,13566,0,0,0,0,0,0,1,0,13566
1173,54,4,충북,3,1,0,92786,0,0,0,1,0,0,0,92786
1174,44,3,경기,2,1,0,0,74712,0,0,0,0,1,0,74712
1175,44,4,서울,2,1,0,0,0,14546,0,0,0,0,1,14546
1176,54,1,충북,1,0,0,74583,5100,77112,16201,4,0,0,0,172996
1177,54,4,부산,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,54,4,경남,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,44,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,44,4,경기,6,1,0,0,0,5100,0,1,0,0,0,5100
1181,54,2,전남,2,0,0,0,0,0,77112,1,0,0,0,77112
1182,54,4,광주,5,1,13542,0,0,0,0,0,0,1,0,13542
1183,54,2,인천,6,0,0,13542,0,0,0,0,0,1,0,13542
1184,54,1,서울,4,0,0,0,13542,0,0,0,0,1,0,13542
1185,44,4,부산,6,1,172986,6043,0,6043,0,4,0,0,0,185072
1186,54,2,대구,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,54,4,서울,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,44,4,경기,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,53,1,대구,5,0,0,0,12112,0,0,0,0,1,0,12112
1190,53,4,충북,2,1,0,0,0,93593,0,1,0,0,0,93593
1191,53,4,경남,2,1,0,0,89360,0,0,1,0,0,0,89360
1192,53,4,인천,5,1,0,85830,0,0,0,1,0,0,0,85830
1193,53,4,전북,6,1,0,0,0,14238,0,0,0,0,1,14238
1194,53,2,서울,6,0,2046,2046,98953,0,4852,0,0,4,0,107897
1195,53,4,서울,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,53,4,대구,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,53,4,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,53,4,경기,2,1,0,0,0,98953,0,0,0,1,0,98953
1199,43,4,서울,3,1,98953,0,0,0,0,0,0,1,0,98953
1200,53,2,서울,5,0,0,0,14023,0,0,0,0,1,0,14023
1201,53,4,서울,1,1,0,0,0,79368,0,1,0,0,0,79368
1202,53,4,,5,1,0,0,0,2627,0,1,0,0,0,2627
1203,53,4,경남,2,1,0,0,0,0,73225,1,0,0,0,73225
1204,53,4,경기,6,1,73226,0,0,0,0,1,0,0,0,73226
1205,53,1,충남,5,0,0,76850,0,0,0,0,0,1,0,76850
1206,53,4,서울,1,1,0,0,76850,0,0,0,0,1,0,76850
1207,53,4,경기,5,1,0,0,0,85771,0,1,0,0,0,85771
1208,53,4,광주,4,1,0,0,0,0,85771,1,0,0,0,85771
1209,53,4,인천,6,1,0,82161,0,0,0,1,0,0,0,82161
1210,53,4,인천,6,1,0,0,75600,0,0,0,0,0,1,75600
1211,53,4,충북,4,1,0,12835,0,0,0,0,0,1,0,12835
1212,53,4,경기,6,1,0,0,14298,0,0,1,0,0,0,14298
1213,43,4,충남,6,1,0,0,0,12835,0,0,0,1,0,12835
1214,43,4,서울,3,1,0,0,0,0,14298,1,0,0,0,14298
1215,53,4,경기,2,1,84952,0,0,0,0,0,0,1,0,84952
1216,53,4,광주,2,1,0,99753,0,0,0,0,0,1,0,99753
1217,53,3,경기,5,1,0,0,6432,0,0,1,0,0,0,6432
1218,53,1,충북,3,0,0,0,0,89683,0,1,0,0,0,89683
1219,53,4,서울,1,1,0,0,0,0,89683,1,0,0,0,89683
1220,53,4,부산,4,1,0,16928,0,0,0,0,0,1,0,16928
1221,53,4,경기,4,1,0,0,71587,0,0,0,0,1,0,71587
1222,53,4,대전,6,1,0,0,0,4094,0,1,0,0,0,4094
1223,53,4,경기,4,1,0,0,0,14341,0,1,0,0,0,14341
1224,53,4,대전,1,1,0,0,0,0,12439,0,0,1,0,12439
1225,53,1,전북,2,0,761,0,0,0,0,0,0,1,0,761
1226,53,4,경기,6,1,0,17952,0,0,0,1,0,0,0,17952
1227,53,4,부산,6,1,0,0,84638,0,0,1,0,0,0,84638
1228,52,4,경북,6,1,0,0,0,96245,0,0,0,1,0,96245
1229,52,4,인천,2,1,96245,0,0,0,0,0,0,1,0,96245
1230,52,4,전북,4,1,0,0,0,0,72705,0,0,1,0,72705
1231,52,4,울산,2,1,0,7576,0,0,0,1,0,0,0,7576
1232,52,4,경북,2,1,0,0,4167,0,0,0,0,1,0,4167
1233,52,4,경기,2,1,0,0,0,98962,0,0,1,0,0,98962
1234,52,4,강원,2,1,0,0,0,98962,0,0,1,0,0,98962
1235,52,4,울산,2,1,0,0,0,0,6892,1,0,0,0,6892
1236,52,1,경기,5,0,71490,0,0,0,0,0,0,1,0,71490
1237,52,1,전북,1,0,0,76101,0,0,0,0,0,1,0,76101
1238,52,2,경기,2,0,0,0,88663,0,0,0,1,0,0,88663
1239,52,4,충남,2,1,0,10196,0,69302,75395,3,0,0,0,154893
1240,52,4,울산,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,52,2,경기,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,52,4,울산,2,1,0,0,88805,0,0,0,0,1,0,88805
1243,52,4,경기,2,1,0,8681,0,0,0,1,0,0,0,8681
1244,52,1,경남,3,0,0,0,8697,0,0,1,0,0,0,8697
1245,52,2,광주,5,0,0,0,0,78106,0,0,0,1,0,78106
1246,42,4,경기,2,1,0,0,0,78643,0,1,0,0,0,78643
1247,52,4,광주,5,1,0,0,0,0,78643,1,0,0,0,78643
1248,52,4,부산,3,1,85843,2201,84550,6773,0,0,0,5,0,179367
1249,52,4,전남,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,52,1,전남,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,52,4,울산,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,52,3,강원,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,52,2,서울,1,0,0,0,6773,90415,83642,0,0,4,0,180830
1254,42,4,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,51,4,경기,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,51,4,경북,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,51,2,충북,8,0,94058,0,0,0,0,0,1,0,0,94058
1258,51,4,울산,2,1,0,80012,0,0,0,1,0,0,0,80012
1259,51,2,경기,2,0,0,0,16434,0,0,0,0,1,0,16434
1260,51,2,경기,1,0,0,0,0,339,0,1,0,0,0,339
1261,51,4,경기,4,1,0,0,0,0,339,1,0,0,0,339
1262,51,3,부산,1,1,0,339,0,0,0,1,0,0,0,339
1263,51,4,경기,1,1,0,0,339,0,0,1,0,0,0,339
1264,51,4,서울,2,1,0,13941,0,0,0,0,0,1,0,13941
1265,41,4,경남,3,1,0,0,88040,0,0,0,0,1,0,88040
1266,51,2,경기,6,0,0,0,0,88096,0,0,0,1,0,88096
1267,51,4,경기,2,1,0,0,0,0,88096,0,0,1,0,88096
1268,51,4,경기,6,1,14373,0,0,0,0,1,0,0,0,14373
1269,51,2,강원,6,0,0,14373,0,0,0,1,0,0,0,14373
1270,41,4,경기,6,1,0,0,71453,0,0,1,0,0,0,71453
1271,51,2,인천,3,0,0,0,0,73231,0,1,0,0,0,73231
1272,51,4,경기,5,1,0,0,0,0,71453,1,0,0,0,71453
1273,51,1,울산,6,0,0,73231,0,0,0,1,0,0,0,73231
1274,41,4,광주,2,1,0,0,14914,0,0,1,0,0,0,14914
1275,41,4,서울,1,1,0,0,0,85008,0,1,0,0,0,85008
1276,51,4,울산,5,1,0,0,0,95039,0,0,1,0,0,95039
1277,51,4,경기,1,1,0,0,0,0,95039,0,1,0,0,95039
1278,41,4,경기,1,1,81413,0,0,0,0,0,0,1,0,81413
1279,51,2,충북,1,0,0,81413,0,0,0,0,0,1,0,81413
1280,41,4,서울,1,1,0,0,75017,0,0,0,0,1,0,75017
1281,51,4,경기,2,1,0,0,0,16560,0,0,0,1,0,16560
1282,41,4,경기,3,1,73014,0,0,0,0,1,0,0,0,73014
1283,51,2,경기,2,0,0,0,0,0,96645,0,0,1,0,96645
1284,51,4,경기,2,1,0,92047,0,0,0,0,0,1,0,92047
1285,51,4,대구,1,1,0,0,92047,0,0,0,0,1,0,92047
1286,51,4,서울,5,1,0,0,0,91592,0,1,0,0,0,91592
1287,6,4,경기,2,1,0,0,0,91592,0,1,0,0,0,91592
1288,6,4,광주,6,1,0,0,0,0,92764,0,0,1,0,92764
1289,6,4,인천,3,1,100761,0,0,0,0,0,0,1,0,100761
1290,6,4,인천,2,1,0,79424,0,0,0,0,0,1,0,79424
1291,6,4,인천,4,1,0,0,82986,0,0,1,0,0,0,82986
1292,6,4,광주,2,1,0,0,0,13549,0,1,0,0,0,13549
1293,6,3,경기,5,1,0,0,0,0,82702,0,0,1,0,82702
1294,6,4,전남,2,1,0,0,0,71366,0,0,0,1,0,71366
1295,6,4,서울,2,1,0,0,0,0,17614,1,0,0,0,17614
1296,6,4,대구,5,1,89974,0,0,0,0,1,0,0,0,89974
1297,6,3,경북,1,1,0,80840,0,0,0,1,0,0,0,80840
1298,6,4,경남,5,1,0,0,80840,0,0,1,0,0,0,80840
1299,6,4,대구,4,1,0,0,0,84099,0,1,0,0,0,84099
1300,6,4,경남,2,1,96265,0,96265,173179,94478,0,0,5,0,460187
1301,6,4,부산,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,6,4,울산,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,6,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,6,4,전북,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,6,4,경남,2,1,10012,300574,24827,99918,17360,0,0,8,0,452691
1306,6,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,6,2,서울,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,6,4,인천,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,6,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,6,4,광주,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,49,3,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,49,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,49,4,경북,2,1,0,0,78827,0,0,1,0,0,0,78827
1314,49,2,충북,6,0,73585,81364,0,8977,16936,0,0,4,0,180862
1315,49,4,서울,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,49,4,경기,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,49,2,대구,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,49,4,경기,1,1,0,0,9019,0,0,1,0,0,0,9019
1319,49,2,대구,6,0,0,0,0,77563,0,0,0,1,0,77563
1320,49,4,경기,6,1,0,0,0,0,77563,0,0,1,0,77563
1321,49,4,대전,2,1,0,0,0,11414,0,1,0,0,0,11414
1322,49,4,서울,1,1,0,0,0,0,11414,1,0,0,0,11414
1323,49,4,경기,2,1,11414,0,0,0,0,1,0,0,0,11414
1324,49,4,전남,2,1,0,16399,0,0,0,0,0,1,0,16399
1325,49,4,경기,4,1,0,0,74516,0,0,0,0,1,0,74516
1326,49,4,충남,4,1,0,0,0,5574,0,0,0,1,0,5574
1327,49,4,서울,3,1,87614,0,0,0,0,1,0,0,0,87614
1328,49,4,인천,1,1,0,0,92707,0,0,0,0,1,0,92707
1329,49,4,경기,1,1,0,0,0,2971,0,1,0,0,0,2971
1330,49,4,서울,3,1,93547,0,0,16434,4213,0,0,3,0,114194
1331,49,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,49,4,전남,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,49,4,부산,4,1,0,4172,0,0,0,1,0,0,0,4172
1334,49,2,울산,4,0,0,0,15614,0,0,0,0,1,0,15614
1335,49,2,서울,1,0,0,0,0,15256,0,1,0,0,0,15256
1336,49,4,경기,5,1,0,0,0,0,66422,0,0,1,0,66422
1337,49,4,대구,2,1,0,67717,0,0,0,1,0,0,0,67717
1338,49,4,경기,3,1,0,0,65847,0,0,0,0,1,0,65847
1339,49,4,경기,3,1,0,98835,0,0,0,0,1,0,0,98835
1340,49,4,경북,6,1,0,0,77217,0,0,0,0,1,0,77217
1341,48,4,충남,5,1,0,0,0,76418,0,1,0,0,0,76418
1342,48,4,경기,3,1,0,0,0,0,83633,1,0,0,0,83633
1343,48,4,인천,5,1,5676,0,0,0,0,1,0,0,0,5676
1344,48,2,전남,4,0,0,2547,0,0,0,0,0,1,0,2547
1345,48,1,경기,3,0,0,0,87932,0,0,1,0,0,0,87932
1346,48,4,전북,5,1,0,0,0,12755,0,0,0,1,0,12755
1347,48,4,서울,3,1,0,0,0,0,12755,0,0,1,0,12755
1348,48,4,인천,1,1,0,15682,0,0,0,1,0,0,0,15682
1349,48,4,경기,4,1,0,0,19355,0,0,0,0,1,0,19355
1350,48,4,서울,4,1,0,0,0,16857,0,0,1,0,0,16857
1351,48,4,인천,2,1,0,0,0,5247,0,1,0,0,0,5247
1352,48,4,경기,5,1,0,0,0,0,89665,1,0,0,0,89665
1353,48,4,제주,3,1,89665,0,0,0,0,1,0,0,0,89665
1354,48,4,대구,2,1,0,0,0,89665,0,1,0,0,0,89665
1355,48,4,경기,1,1,0,0,0,0,82261,1,0,0,0,82261
1356,48,4,부산,6,1,78106,0,0,0,0,0,0,1,0,78106
1357,48,3,대전,1,1,0,79075,0,0,0,0,0,1,0,79075
1358,48,4,광주,1,1,0,0,79075,0,0,0,0,1,0,79075
1359,48,1,경기,5,0,0,0,0,8320,0,1,0,0,0,8320
1360,48,4,경기,6,1,88873,0,0,0,0,0,0,1,0,88873
1361,48,4,경기,2,1,0,0,11440,0,0,0,0,1,0,11440
1362,48,4,부산,2,1,0,0,0,84401,0,0,0,1,0,84401
1363,48,4,전남,5,1,0,0,0,84401,0,0,0,1,0,84401
1364,48,4,부산,6,1,0,0,0,0,16063,0,0,1,0,16063
